ENRICHMENT_ID,CALL_ID,SENTIMENT_SCORE,SENTIMENT_LABEL,CALL_SUMMARY,DISPOSITION_CLASS,FOLLOW_UP_ACTION,CUSTOMER_OBJECTIONS,APPOINTMENT_DATE_EXTRACTED,MODEL_VERSION,PROCESSED_AT,CREATED_AT
ENR002932,CALL002932,0.056,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-29 09:59:44,2024-01-29 09:36:44
ENR002933,CALL002933,0.389,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Too expensive,,cortex-llm-v1.2,2024-01-21 11:55:49,2024-01-21 11:43:49
ENR002934,CALL002934,0.781,positive,Agent notified the customer of an open safety recall on their 2022 BMW Accord and scheduled a free recall repair on February 04.,service_appointment,Escalate to service manager,Too busy right now,,cortex-llm-v1.2,2024-01-25 11:15:46,2024-01-25 11:14:46
ENR002935,CALL002935,0.004,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-07 17:18:55,2024-01-07 16:57:55
ENR002936,CALL002936,0.351,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Log callback for 2 weeks,,2024-02-03,cortex-llm-v1.2,2024-01-26 17:35:35,2024-01-26 17:09:35
ENR002937,CALL002937,0.524,positive,Agent notified the customer of an open safety recall on their 2021 Ford Accord and scheduled a free recall repair on January 22.,service_appointment,Mark as do-not-call and update CRM,,2024-01-22,cortex-llm-v1.2,2024-01-16 16:48:57,2024-01-16 16:38:57
ENR002938,CALL002938,0.149,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,Too expensive,,cortex-llm-v1.2,2024-01-20 09:02:42,2024-01-20 08:41:42
ENR002939,CALL002939,0.013,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-02 09:33:08,2024-01-02 09:13:08
ENR002940,CALL002940,0.349,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Not ready to commit,,cortex-llm-v1.2,2024-01-18 14:31:29,2024-01-18 14:22:29
ENR002941,CALL002941,0.108,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Transfer to sales team,,2024-01-23,cortex-llm-v1.2,2024-01-15 08:37:51,2024-01-15 08:30:51
ENR002942,CALL002942,0.12,neutral,Agent reminded the customer about their overdue oil change for their 2019 Chevrolet 3 Series and scheduled service on January 26.,service_appointment,Schedule follow-up call for next week,Too busy right now,,cortex-llm-v1.2,2024-01-24 15:13:12,2024-01-24 15:04:12
ENR002943,CALL002943,0.13,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-15 12:52:38,2024-01-15 12:37:38
ENR002944,CALL002944,0.039,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-21 16:47:17,2024-01-21 16:29:17
ENR002945,CALL002945,0.399,positive,Agent reminded the customer about their overdue oil change for their 2022 BMW F-150 and scheduled service on January 24.,service_appointment,Log callback for 2 weeks,,2024-01-24,cortex-llm-v1.2,2024-01-15 11:21:57,2024-01-15 11:19:57
ENR002946,CALL002946,0.013,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Log callback for 2 weeks,Too expensive,,cortex-llm-v1.2,2024-01-17 13:08:50,2024-01-17 12:56:50
ENR002947,CALL002947,0.357,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-11 08:19:48,2024-01-11 08:05:48
ENR002948,CALL002948,0.1,neutral,Agent discussed lease maturity options with the customer regarding their 2019 Toyota and scheduled a sales consultation on January 10.,sales_appointment,Escalate to service manager,,2024-01-10,cortex-llm-v1.2,2024-01-01 13:21:40,2024-01-01 13:01:40
ENR002949,CALL002949,-0.231,neutral,Agent notified the customer of an open safety recall on their 2022 Ford Equinox and scheduled a free recall repair on January 24.,service_appointment,Transfer to sales team,,2024-01-24,cortex-llm-v1.2,2024-01-14 08:26:47,2024-01-14 08:07:47
ENR002950,CALL002950,0.039,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-12 14:35:24,2024-01-12 14:06:24
ENR002951,CALL002951,0.36,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Too expensive,,cortex-llm-v1.2,2024-01-24 10:22:21,2024-01-24 10:09:21
ENR002952,CALL002952,0.356,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-11 11:44:56,2024-01-11 11:23:56
ENR002953,CALL002953,0.035,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-18 08:40:48,2024-01-18 08:10:48
ENR002954,CALL002954,0.018,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Add to retention campaign,,,cortex-llm-v1.2,2024-01-10 10:24:47,2024-01-10 10:16:47
ENR002955,CALL002955,0.185,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Already have a mechanic,,cortex-llm-v1.2,2024-01-28 15:17:26,2024-01-28 15:01:26
ENR002956,CALL002956,0.3,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Not ready to commit,,cortex-llm-v1.2,2024-01-20 13:15:27,2024-01-20 12:59:27
ENR002957,CALL002957,-0.02,neutral,Agent reminded the customer about their overdue oil change for their 2021 Chevrolet 3 Series and scheduled service on January 25.,service_appointment,Send service coupon via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-24 13:40:15,2024-01-24 13:39:15
ENR002958,CALL002958,0.272,neutral,Agent successfully scheduled a Recall Repair appointment for the customer's 2022 Chevrolet 3 Series on January 21.,service_appointment,Mark as do-not-call and update CRM,Too busy right now,,cortex-llm-v1.2,2024-01-16 11:44:32,2024-01-16 11:37:32
ENR002959,CALL002959,0.274,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Just had service done,,cortex-llm-v1.2,2024-01-20 15:52:35,2024-01-20 15:42:35
ENR002960,CALL002960,0.359,positive,Agent reminded the customer about their overdue oil change for their 2021 Honda Accord and scheduled service on January 14.,service_appointment,Send service coupon via email,,2024-01-14,cortex-llm-v1.2,2024-01-05 09:39:01,2024-01-05 09:19:01
ENR002961,CALL002961,0.234,neutral,Agent notified the customer of an open safety recall on their 2020 BMW Equinox and scheduled a free recall repair on February 09.,service_appointment,Escalate to service manager,,2024-02-09,cortex-llm-v1.2,2024-01-30 10:38:44,2024-01-30 10:26:44
ENR002962,CALL002962,0.108,neutral,Agent reminded the customer about their overdue oil change for their 2022 BMW 3 Series and scheduled service on January 29.,service_appointment,Transfer to sales team,,2024-01-29,cortex-llm-v1.2,2024-01-22 17:17:36,2024-01-22 17:04:36
ENR002963,CALL002963,0.251,neutral,Agent discussed lease maturity options with the customer regarding their 2021 Ford and scheduled a sales consultation on January 26.,sales_appointment,Schedule follow-up call for next week,,2024-01-26,cortex-llm-v1.2,2024-01-16 14:16:50,2024-01-16 13:51:50
ENR002964,CALL002964,0.797,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-05 10:19:35,2024-01-05 10:15:35
ENR002965,CALL002965,0.735,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send recall information via email,,2024-01-15,cortex-llm-v1.2,2024-01-11 12:24:36,2024-01-11 11:59:36
ENR002966,CALL002966,0.227,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Too expensive,,cortex-llm-v1.2,2024-01-24 12:34:46,2024-01-24 12:08:46
ENR002967,CALL002967,0.188,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send appointment confirmation text,,2024-01-27,cortex-llm-v1.2,2024-01-25 11:52:30,2024-01-25 11:31:30
ENR002968,CALL002968,0.438,positive,Agent successfully scheduled a Multi-Point Inspection appointment for the customer's 2019 Ford F-150 on January 18.,service_appointment,Escalate to service manager,,2024-01-18,cortex-llm-v1.2,2024-01-12 12:08:25,2024-01-12 11:42:25
ENR002969,CALL002969,-0.084,neutral,Agent reminded the customer about their overdue oil change for their 2020 BMW 3 Series and scheduled service on February 03.,service_appointment,Escalate to service manager,Too expensive,,cortex-llm-v1.2,2024-01-25 12:06:43,2024-01-25 11:43:43
ENR002970,CALL002970,0.276,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Not ready to commit,,cortex-llm-v1.2,2024-01-27 08:43:11,2024-01-27 08:40:11
ENR002971,CALL002971,0.29,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Add to retention campaign,Not ready to commit,,cortex-llm-v1.2,2024-01-04 19:50:13,2024-01-04 19:34:13
ENR002972,CALL002972,-0.263,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-13 14:49:19,2024-01-13 14:19:19
ENR002973,CALL002973,-0.247,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,Just had service done,,cortex-llm-v1.2,2024-01-14 15:32:56,2024-01-14 15:14:56
ENR002974,CALL002974,0.355,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-21 10:43:50,2024-01-21 10:38:50
ENR002975,CALL002975,0.21,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Too expensive,,cortex-llm-v1.2,2024-01-09 18:50:21,2024-01-09 18:41:21
ENR002976,CALL002976,0.003,neutral,Agent reminded the customer about their overdue oil change for their 2019 Ford Equinox and scheduled service on January 22.,service_appointment,Send recall information via email,,2024-01-22,cortex-llm-v1.2,2024-01-19 11:00:24,2024-01-19 10:43:24
ENR002977,CALL002977,0.219,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Just had service done,,cortex-llm-v1.2,2024-01-12 16:24:11,2024-01-12 16:21:11
ENR002978,CALL002978,0.033,neutral,Agent notified the customer of an open safety recall on their 2022 Ford 3 Series and scheduled a free recall repair on January 10.,service_appointment,Escalate to service manager,,2024-01-10,cortex-llm-v1.2,2024-01-04 08:23:27,2024-01-04 08:12:27
ENR002979,CALL002979,0.343,positive,Agent notified the customer of an open safety recall on their 2020 Toyota Equinox and scheduled a free recall repair on February 03.,service_appointment,Transfer to sales team,,2024-02-03,cortex-llm-v1.2,2024-01-25 13:37:07,2024-01-25 13:14:07
ENR002980,CALL002980,-0.223,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-15 16:50:45,2024-01-15 16:22:45
ENR002981,CALL002981,0.235,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-03 13:42:54,2024-01-03 13:23:54
ENR002982,CALL002982,0.764,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-21 07:45:08,2024-01-21 07:16:08
ENR002983,CALL002983,0.437,positive,Agent discussed lease maturity options with the customer regarding their 2022 BMW and scheduled a sales consultation on January 13.,sales_appointment,Send recall information via email,,2024-01-13,cortex-llm-v1.2,2024-01-06 13:29:52,2024-01-06 12:59:52
